cid,text,time,author,channel,votes,time_parsed
Ugwxi8KuN35qt-TM8654AaABAg,"14:52 that is baby krishna, a hindu God 💪🏻🥰",4 days ago,@brxsh_strxke,UCd7p_z4cAnGD-cKnHVYmkfg,0,1741453687.308974
Ugx7WWT4dN3pxMVgVcx4AaABAg,le duo improbable quand même! ils sont trop drôle 😭,4 days ago,@axelle_snkhy,UCJizKvqDUkEnQRdKkgPBdSA,4,1741453687.309686
Ugwuflxocyki9wfUmEl4AaABAg,FrenchMyster Vibes,4 days ago,@josetomasl.4611,UCj47w-mQfphmTvJGmxTLDaQ,0,1741453687.310361
UgxzurePEu2HqAHssVN4AaABAg,sah c un bon duo,4 days ago,@HothifaUchiha,UCt475W0Nfrs01kd6XFkGCtQ,0,1741453687.311
UgydiQ8NlcLVIw4ZvXh4AaABAg,"And so, a new YouTube channel came to life… AmiMane!",4 days ago,@axelraboit5556,UCjwrmF_mlDrhHDHofpPer7A,5,1741453687.311623
UgxeSKcGaLpxVfg8TZx4AaABAg,Obligé cet appart est hanté,4 days ago,@alib1726,UC9BN2QqE_AqcdXGexYpERWw,0,1741453687.79096
UgxcSv3Qqd3xUiIQP1N4AaABAg,"Les parisiens il sont sympa sauf envers les canadiens français la plupart de temps... En France ou au Canada, ils adorent nous dire que nous avons un accent de merdent.",4 days ago,@magnusburnouf661,UCue57RisVAGBGUIFteuLPsA,0,1741453687.792597
Ugx876IJ17br4TlKV7N4AaABAg,😂😂,4 days ago,@Blaizi667,UCvm4LkEMNoKefd_V4tT3Hxg,0,1741453687.793395
UgyQ5DfSoJ_eSNH15oR4AaABAg,Le sel c'est pour contrer l'humidité,4 days ago,@kurotanart,UC5tapJspVLnD08B3vaoWovw,0,1741453687.794228
UgyB3u_61q10pd97iXB4AaABAg,Elle a appris à faire des crêpes,4 days ago,@A-Zcovers,UC2sRI5UZriRZaKM6VENDafA,0,1741453687.794969
UgzFGbVC5TuT_ctCca54AaABAg,Amine le président ❤,4 days ago,@MalikMaacha,UCVmQrt2jXwh6VLthuwr7QSg,0,1741453687.795799
Ugws99W1JX8PpZVjSap4AaABAg,😂😂😂,4 days ago,@MalikMaacha,UCVmQrt2jXwh6VLthuwr7QSg,0,1741453687.796474
UgzyHLipDnmdKRC_i314AaABAg,Amine on sueur 😂😂,4 days ago (edited),@MalikMaacha,UCVmQrt2jXwh6VLthuwr7QSg,0,1741453687.797122
UgysPVkWVpcCn3NKmxt4AaABAg,old,4 days ago,@fastandcurious07,UC_BCe_w_fHVgnQmda0UqZ0g,0,1741453687.797735
UgxUx_vN_l-MPzNNgCp4AaABAg,WE NEED MORE THIS 😍,4 days ago,@CiiscoGaming,UCQQWf7zHDRfIQxXF9JAdqTg,5,1741453687.798327
Ugx2ZiVUoaVR934PmlZ4AaABAg,Wtf Amine,4 days ago,@elsitho,UCrhPHsFE5vGrH2qvCJzCcYA,0,1741453687.798915
UgwV2Ckal74QvU4CRvR4AaABAg,Crikey she rented someone's grans apartment,4 days ago,@Rich-vw3zf,UCnDdFyPAyywP8XpmHhhzr9A,0,1741453687.799499
Ugyb3EXsDtt7PrvRyWl4AaABAg,"Je suis sur qu’ils sont ensemble en vrai et si c’est le cas je leur souhaite que du bonheur,  vivons cachés, vivons heureux",4 days ago,@Syking,UCNtWDSWM6ol-ZRtzD7isDDw,0,1741453687.800429
UgyGn8xU7-vKh5RIbhZ4AaABAg,"Duo exceptionnel, la vidéo est tellement random  j’adooorre! J’ai pleuré de rire devant!😍🤣",4 days ago,@migum_i7,UCf3tQnuyBzAUz3QQMNxQzig,3,1741453687.801206
UgyRieyblO6mUj-bqRl4AaABAg,"Girl you got me downloading Duolingo again. Also, this video made me laugh so much 😂 i love it! ❤",4 days ago,@juichijoo,UCl1wCarYpbdHnh1Ym8_-2iQ,4,1741453687.801823
Ugy_Jop7qmaqh6aaUdV4AaABAg,"ooof idk how your fiancé is gonna feel about this video, theres a dude who thinks hes married to poki cos some clone alt acc has been scamming him out of 5k",4 days ago,@Shacowed,UCmsM6nRxUmpVisGlJu3UYaQ,0,1741453687.802414
Ugw9W12s8KnfZH7NttR4AaABAg,Pokimane do you follow Hugo One on twitch?,4 days ago,@Austin-gq6yr,UCm9UuihLKoRdcOQPSRlU6fw,0,1741453687.803238
UgyfyPLjurc5cyR1-UZ4AaABAg,Femme qui rit...,4 days ago,@l34koff,UCWeL6mH5ZZ2YA_6KkURMt5Q,2,1741453687.804104
UgypQdAPryHrdsV4Ibl4AaABAg,FYI the baby picture in the cabinet is of an Indian god.,4 days ago,@akatsukiaika4832,UCB-BLXRwDPftAJntqgImKEw,0,1741453687.804869
UgwZuUzmoDwstAfbqlB4AaABAg,C'est du sel et c'est fait pour se protéger des mauvais esprits.,4 days ago,@MisterPopyPops5858a,UC_o0SzS2DLwDPV3A_xlgYmw,0,1741453687.805649
UgxcSv3Qqd3xUiIQP1N4AaABAg.AFOnHI4Qf2PAFOwuj50Q2o,Tout les français que je connais aiment le Canada mais l’accent c’est juste drôle,4 days ago,@sinaybzh1176,UCkiCwGPm4_8uQ8Q6zNvgdAA,0,1741453688.045871
UgxcSv3Qqd3xUiIQP1N4AaABAg.AFOnHI4Qf2PAFPjf8f_H07,"@sinaybzh1176 Dans quel sens le mot drôle est employé parce que sans explication, cela donne l'impression que l'accent est ridicule et que tu ris de la personne. Puisque l'accent est l'identité, les gens peuvent trouver cela irrespectueux sans comprendre se qui peut être drôle. C'est culturel puisque beaucoup de québécois qui ont été a Paris ne sont pas retourné contents de leur voyage.",4 days ago (edited),@magnusburnouf661,UCue57RisVAGBGUIFteuLPsA,0,1741453688.047368
UgxcSv3Qqd3xUiIQP1N4AaABAg.AFOnHI4Qf2PAFSxxuBSyhB,"​ @magnusburnouf661  je pense qu'il voulais dire cela dans le sens peu commun, inhabituel mais je comprends que l'adjectif ""drôle"" quand on parle d'un élément de l'identité soit fort déplaisant",2 days ago,@okk4562,UCIAL5vqrwyLsT0hkiUKMcoA,0,1741622888.049036
UgyfyPLjurc5cyR1-UZ4AaABAg.AFOgE9DxEnkAFPSJ3RyY0a,Trop gnt,4 days ago,@EAlY_6,UCdTrHRyi6XkDMk8-gFzHPHg,5,1741453688.253243
Ugw4c2vQVRRZa4pKtt14AaABAg,The immersion broke when she showed him the tv😂,4 days ago,@19x97x_M,UCIKNN40MiV9I68T0svuHNmA,9,1741453688.583039
UgxSJFHkheI4KEKxm194AaABAg,J'ai compris que cette vidéo était une pépite quand Amine a confondu message et massage comme Kanye west.,4 days ago,@leinacb8631,UCiptaKgGEv6C-jshn9YbayQ,7,1741453688.583697
Ugwhx1w9XHZAJ4mhBHF4AaABAg,You’re so cute 🥰,4 days ago,@adamt.borrowmanmr.mattobei9865,UCGJtWCvsNd0A2xrIiz0pdqA,1,1741453688.584475
UgzjvBtdBwGsCVAgya14AaABAg,lol the photo of Krishna just chilling in the bathroom cabinet,4 days ago,@abiramigiri6969,UCpYOU_6tUTJyOlR-5obRZHw,2,1741453688.585097
UgxAy9fnby8T7MbYAN54AaABAg,La vidéo est super drôle l’appart est incroyable il fait super ancien c’est magnifique et Anime est vraiment notre Sinj national avec son cadrage aléatoire,4 days ago (edited),@M......0,UCGfvbfLY8Dz7F1Nm7UwixoQ,35,1741453688.585665
UgyTrgX_Nf_BzmYUCHN4AaABAg,"Elle est trop mignonne poki ☺️☺️ 
Amine et poki super binôme 🔥🔥",4 days ago,@Fabio_From_S,UCgpz93ufIT7S-vlzK974qaw,0,1741453688.586216
UgyXtiox3V5COgDmFEh4AaABAg,Meilleur roman tour que j'ai jamais vus,4 days ago,@yann12347,UCLaWXqWUP3ofaA1P4oRfOEQ,1,1741453688.58676
UgwgP-p9Dp-NX9tzsnh4AaABAg,"2:19 I'm french and I think he mispronounced ""wank""",4 days ago,@leainvisible,UCDNWBWW33RJQuvdbOwPwNqg,2,1741453688.587491
UgzoPaOSiKDpO909eU54AaABAg,new ship confirmed,4 days ago,@purplep1243,UCHurYgghBBT-XVpgnArX31w,0,1741453688.588293
UgwJJHNfBxoM4qXyt3p4AaABAg,l'accent d'amine me foudroit mmdrrr,4 days ago,@mariamsylla-v5z,UCDeW1I6kEZ9twVlfkobq1Bw,3,1741453688.588924
Ugy8JP9QxYqfhVZrrep4AaABAg,A BURGERRRR🤣🤣🤣,4 days ago,@rayane_.i602,UC5HFfnImG4UIg2D3yUhIkeA,2,1741453688.589528
Ugz70-Ah4Za8uAQ0x5R4AaABAg,🫶🏻🫶🏻🫶🏻,4 days ago,@rayane_.i602,UC5HFfnImG4UIg2D3yUhIkeA,1,1741453688.590078
Ugw8EOOSQ1by-fG1yg94AaABAg,A borgor? 😧,4 days ago,@Shmem_,UCNOp_9Bw88x0ukSwongT_kQ,0,1741453688.590614
Ugxx4KTzIIALOUKxsU94AaABAg,I swear this madam used to teach me French using the softly spoken method.,4 days ago,@therjaye,UCFEErpYCIJfZeC2f9xPPC1A,0,1741453688.591147
UgxMvXaiK8wy1PQFUWF4AaABAg,I can’t get enough of this duo on en veut encore 🙏🙏,4 days ago (edited),@n13036,UCz6eAt8jdlHZhwYg2EF_7Lw,22,1741453688.591687
UgzlI1UuVQnaZGLUnMZ4AaABAg,Amine frr elle veut elle veut,4 days ago,@brengftwoezpz2548,UCayybo2k78BgHOHLiUPKnWA,0,1741453688.592253
UgzIgo_nrDeeekKRXfJ4AaABAg,Alors.. tu as dit le truc à Lebron? 🤔😏,4 days ago,@lefortniteur391,UCeY2G_2fuNDa8YQRWxxBuew,1,1741453688.592782
Ugx6FcQ9hv5g751923t4AaABAg,"J’espère qu’il va finir par avouer ses sentiments. Leur vibe enfantine est douce, ils méritent de trouver le bonheur ensemble, ils sont si complémentaires tout le monde aime la girly girl et le manly man.",4 days ago,@ZahoSanFran,UCrrwInDY9fpL7b8CAC-Skjg,3,1741453688.593323
UgyFl4tQ3HAYdzLeyvV4AaABAg,"""You don't like minions ? SORS 👹👹""",4 days ago,@hess3458,UCTVEpTDV-XaMl1waRqDctvA,1,1741453688.593856
Ugy-JE4Q2Rf0jYXbA7B4AaABAg,"16:50 pretty sure it's salt to prevent humidity since the bath is in the room, t'inquiete Amine elle a pas été ensorceler",4 days ago (edited),@jinwifi,UCvgv3U6L8xQjO86dy052YOQ,7,1741453688.59438
UgzlI1UuVQnaZGLUnMZ4AaABAg.AFOVoudx0cKAFOdQyih12g,T'es bizarre toi .,4 days ago,@VoutubeCensureAveuglement,UC87_JO1vtrpacQ6qOhVcuQg,5,1741453688.817567
UgzlI1UuVQnaZGLUnMZ4AaABAg.AFOVoudx0cKAFTZnGVOLtm,gênant,2 days ago,@louanam3465,UCZ1l4yX6nVZhtuA7X_QD4eA,1,1741622888.819635
UgxME6YFmB6gN_bMY854AaABAg,👍🎥🎬✨,4 days ago,@JEMITCHOU,UCUx-Pn2q6cYyEzxZu-sHamg,0,1741453689.195845
UgyHDH2FFkQH1s7VCLl4AaABAg,This is a Amazing video Pokimane ❤😮,4 days ago,@ImmanuelAwuah19,UCkid6TzKlQNyIQTbxKwQkew,0,1741453689.196463
UgwyhcnpOmi2nK0r0yF4AaABAg,Yo tell amine his jacket is one of my grails,4 days ago,@moonrock915,UCYTG6nml__oIoUw5nSzPiVw,0,1741453689.197022
Ugyme7aH7ZO1IHPq5VR4AaABAg,amine t'es trop un sinj,4 days ago,@Wallyveer2.0,UCJKMlIS1WzjEOaE76oWSPfQ,0,1741453689.197562
Ugwlm-zMqTPzIkRodPx4AaABAg,mdrrrrrr merci pour les travaux,4 days ago,@isama_rou,UCYfy6LXyVjbuQvZq4zQteSA,0,1741453689.198095
UgxEZEYVZ11gsuFiV0F4AaABAg,2:22 le poto a dit wonk pcq c’est le nom de l’emote sur gta rp lol #matrixé,4 days ago,@manyl5663,UCNiQzoJZjZtJeOwbTzJ140g,0,1741453689.198627
UgxUoKbM1pUPgLsUouR4AaABAg,poki the thing under the bed is salt and its religious and for protect the room,4 days ago,@Camille-b5i7b,UC4CGaeGitLRrj5BbGxLE9Nw,0,1741453689.199168
UgzXYOC0hQ07MdjL7rx4AaABAg,Parcontre la celui qui me dit qu'ils se sont pas retourner le baltrou faut vraiment remettre les pieds sur terre et les pendules à l'heure,4 days ago,@morrocansoldier2508,UCL9K2jg1A66eLhoh0d03LbQ,2,1741453689.199697
UgwczpVcET_OISfKEj54AaABAg,Pas cool de pas avoir mis les sous-titres en français pour les moment en anglais,4 days ago,@Yuki-y1f3e,UCWih00u0Q4QgxoiQy0B0HvQ,0,1741453689.200252
Ugz5jl-d1ipWCCkZMhl4AaABAg,"Amine c'est tellement le lycéen amoureux, il dit n'importe quoi pour tenter de faire rire, c'est cringe.",4 days ago,@TexasHotel1,UC7AY_lfn7-7HOI8uzAvHcsw,1,1741453689.200776
UgycXR_P3oXOMJNk8FJ4AaABAg,Poki where did you get your dress it suit you SO MUCH,4 days ago,@Grizaz55,UCasuCconsu3_3saHuvkykHg,0,1741453689.201298
UgyZYWAcfLkUPJlPp1p4AaABAg,Pov me speakong french AND english:),4 days ago,@Grizaz55,UCasuCconsu3_3saHuvkykHg,0,1741453689.201821
UgzZ00c9-tS7Olc_I6J4AaABAg,We need the amine's apartement tour ! You gonna see the difference between an airBNB at Paris & a real apartement in Paris :D,4 days ago,@DJD4MS,UC5FQoUyuzeNcIHFGYC0Bdsg,2.7K,1741453689.202342
UgzEGvJJr39x77AgPOZ4AaABAg,"Ok I didn’t want to say this but I have to and I’m so sorry but I ship you guys (in the most respectful way possible 🙏). Idk, that Algerian-Moroccan combination is giving the chemistry I didn’t know I needed 😭.",4 days ago,@lyna.shanel,UCMuPUtMCPVVoaMRE-m1x_iQ,72,1741453689.202866
Ugy6mkiYOcxS28QBiSN4AaABAg,"Cette vidéo, ce duo, cet appartement, tout est juste incroyable et rempli de positive vibes !! Merci Poki et reviens vite en France 🫶🏼",4 days ago,@alithvk7,UCHHs6FhoTsQiBAFDpAaQcaA,0,1741453689.203388
Ugx7pQS2Lw2lDE5Rkhp4AaABAg,very good urbex appartment lol,4 days ago,@financierechris9566,UCSQNB4W5941XB4gic2atu8g,0,1741453689.20391
UgxxVVaa0QelYVdwRkJ4AaABAg,this is like a foreigner romaticizing everything french and a french trivializing everything french,4 days ago,@Blackoutwhiteout23,UC6t1CrWNv5x4XRlujv_Vk3A,2K,1741453689.204432
UgxS38HhPkqvWx0k1MN4AaABAg,Sexy and her 2007 mustang v6,4 days ago,@NOOBNOOB007,UCd5myn5I_3tzoNX6FJrM37A,0,1741453689.204957
UgxcwSsH_XeK_lKPHyZ4AaABAg,Obligé il la défourailler,4 days ago,@Michael__Knight,UC0H0mM0_vkqbctoYjlB5PAw,0,1741453689.205479
UgybVtIx7SIUgetkWI94AaABAg,"Non les reufs sans déconner, poki parle tellement bien français que j'en oublie même qu'elle est américaine, mais l'accent est là quand même",4 days ago,@PrinceCeph-rg5xu,UCnFFE3opOYm20XUcxEOjOZw,10,1741453689.206005
UgzXYOC0hQ07MdjL7rx4AaABAg.AFOP27BfH7aAFRnK5scgtP,Grave dans le lit bien franc maçonnique shaytanisé,3 days ago,@Azurasmar0,UCGVds5-1K1pNqtVeTxRjlRQ,0,1741536489.40742
Ugz5jl-d1ipWCCkZMhl4AaABAg.AFOOwdThxBNAFOdbY0ZX-b,"Il est dans le divertissement.
Ce qui est cringe c'est tout les crevard qui parle d'amour... Bruhhhh",4 days ago,@VoutubeCensureAveuglement,UC87_JO1vtrpacQ6qOhVcuQg,2,1741453689.618372
Ugz5jl-d1ipWCCkZMhl4AaABAg.AFOOwdThxBNAFPw5k9fVEJ,embrace the cringe and you’ll be free,4 days ago,@amako6837,UCJBHpZB8JwOzDubfB12Qhew,0,1741453689.620413
UgzZ00c9-tS7Olc_I6J4AaABAg.AFOOQo-FjCyAFPguetOC_x," @DJD4MS  rien d'intéressant tqt, juste un plafond à deux doigts de s'effondrer, un rideau et une poubelle en guise de décor pour son setup",4 days ago,@neptunezk_,UCEtAANZgU9AqQ95BvnMTqRg,163,1741453689.919786
UgzZ00c9-tS7Olc_I6J4AaABAg.AFOOQo-FjCyAFPw-YaQiT6,yeah that apartment looks like old parisian rich AF style which is clearly far from the average,4 days ago,@YungKit,UCfX2-bPGnZSzMwRnga8_smQ,23,1741453689.921969
UgzZ00c9-tS7Olc_I6J4AaABAg.AFOOQo-FjCyAFQYL5EwlId,MDMDMMDRRR,3 days ago,@amira_dtr,UCoHz1ssUKJSsrqcr1TGYj5Q,0,1741536489.923897
UgzZ00c9-tS7Olc_I6J4AaABAg.AFOOQo-FjCyAFS2PVg84R-,his house is haunted,3 days ago,@casquettejuju,UC1WqhbHAZ172BV8OaHSSr7A,31,1741536489.92588
UgzZ00c9-tS7Olc_I6J4AaABAg.AFOOQo-FjCyAFS8J5KWarL,he lives in a house far from what you can see in paris,3 days ago,@bloucou3310,UC_fm31l_-WSvYcwI-4lVR1g,7,1741536489.928281
UgzZ00c9-tS7Olc_I6J4AaABAg.AFOOQo-FjCyAFSGRuWRE7p,i don’t think he lives in paris but outside of paris 😅,3 days ago,@fairychuu,UC-pYFY38SrPRufn8CU04Ubg,2,1741536489.929014
UgzZ00c9-tS7Olc_I6J4AaABAg.AFOOQo-FjCyAFSGUoYbxxH,@casquettejuju real hhhh,3 days ago,@DJD4MS,UC5FQoUyuzeNcIHFGYC0Bdsg,0,1741536489.929555
UgzZ00c9-tS7Olc_I6J4AaABAg.AFOOQo-FjCyAFSGcH12Qzk,"@bloucou3310 obvsly not, everything u see on this apartment tour say nothing on Paris i swear that the oppotisite (srry don’t sure how to write it but u understand",3 days ago,@DJD4MS,UC5FQoUyuzeNcIHFGYC0Bdsg,0,1741536489.930061
UgzZ00c9-tS7Olc_I6J4AaABAg.AFOOQo-FjCyAFSYLE5pelh," @fairychuu  For be in Paris i confirm what i said before, if he live in or not it's not the problem, i just want to tell this is not Paris, the REAL Paris, where every parisiens live, nothing cut for real, airbnb at Paris are only here for do take cash from tourist nothing else",2 days ago,@DJD4MS,UC5FQoUyuzeNcIHFGYC0Bdsg,1,1741622889.930553
UgzZ00c9-tS7Olc_I6J4AaABAg.AFOOQo-FjCyAFTm8Qo0Qu7, @DJD4MS  you don’t wanna see his appartement 😭,2 days ago,@echo-pd9fu,UCs2_juSlus08D8V4IX108kQ,0,1741622889.931045
UgzZ00c9-tS7Olc_I6J4AaABAg.AFOOQo-FjCyAFTzqpYrtQY,@ 😭😂,2 days ago,@DJD4MS,UC5FQoUyuzeNcIHFGYC0Bdsg,0,1741622890.12722
UgzZ00c9-tS7Olc_I6J4AaABAg.AFOOQo-FjCyAFZV0z2qSfU,ah hell naw fam,7 hours ago,@epikalias,UCEZ4XOrYKN5sVtMBJh7h3EA,0,1741770490.129426
UgzEGvJJr39x77AgPOZ4AaABAg.AFOODye6Jd9AFSIABLFW7K, @lyna.shanel  we agree!!,3 days ago,@lavanya1256,UCOHdI7scixx7vy_y1lAyEow,1,1741536490.326289
UgxxVVaa0QelYVdwRkJ4AaABAg.AFON67un1ViAFR2Nf1SNr0,Haha we need a bit of both!,3 days ago,@SI4NA,UCFhPWwxjjKwQbP5qJEpofPw,21,1741536490.583958
UgxxVVaa0QelYVdwRkJ4AaABAg.AFON67un1ViAFRl2hPzrHS,"Absolutely right BUT nobody has this kind of furnitures and decoration in France ! This is just so old and ugly to a french person

Bc of that I don't believe any french person would find that romantic",3 days ago (edited),@TheBaobabCompany,UC-cHuQQ3_oGcOCCXJixNGsw,27,1741536490.586612
UgxxVVaa0QelYVdwRkJ4AaABAg.AFON67un1ViAFSiMdeu25U,😂 Well put,2 days ago,@Sen-ki-,UCS-g5DDkzKG7guLh8P9k_tg,0,1741622890.58968
UgxxVVaa0QelYVdwRkJ4AaABAg.AFON67un1ViAFY1J9UOEGv,He is Algerian not French,20 hours ago,@daquieshakeaundra2854,UCrQXl0WofcE8IvD6888zMvg,1,1741723690.5919
UgxxVVaa0QelYVdwRkJ4AaABAg.AFON67un1ViAFY75ai-0PK,"@daquieshakeaundra2854 I'm pretty sure he has the french nationality, anyway he lives in France for years now. He might be born in France as well",19 hours ago,@srv588,UC5ZS1AX0A2vgePcaVnP1rfA,3,1741727290.594501
UgxxVVaa0QelYVdwRkJ4AaABAg.AFON67un1ViAFYCZWs8bET,"@srv588 I know he s French by paper.
But Algerian first of all, Dz by heart.
Obligé il est français mais algérien de coeur.
Comme moi NIGÉRIEN D abord et avant tout",19 hours ago,@daquieshakeaundra2854,UCrQXl0WofcE8IvD6888zMvg,1,1741727290.597712
UgxxVVaa0QelYVdwRkJ4AaABAg.AFON67un1ViAFYQkJp0GlO,"@daquieshakeaundra2854 il peut être fier de ses origines tout en restant fier d'être français, j'avoue qu'il parle rarement de ce sujet en stream mais être fier d'etre algérien ne veut pas dire ne pas être français",17 hours ago,@srv588,UC5ZS1AX0A2vgePcaVnP1rfA,2,1741734490.598577
UgybVtIx7SIUgetkWI94AaABAg.AFOMfK0qPcPAFPvaaQVFaj,"@PrinceCeph-rg5xu je suis pas sûr mais sachant qu'elle est canadienne et qu'elle a appris le français assez jeune, elle a sûrement dû prendre l'accent québécois 🤔",4 days ago,@mi_ri_ki,UCoA-nREuI4rlHghfgjh-JYA,2,1741453690.821041
UgybVtIx7SIUgetkWI94AaABAg.AFOMfK0qPcPAFPw_SG-iYq,"@mi_ri_ki ouais c'est vrai, l'accent québécois et un peu d'américain anglophone derrière, mais ça ne sera jamais mieux que celui d'un vrai né",4 days ago,@PrinceCeph-rg5xu,UCnFFE3opOYm20XUcxEOjOZw,1,1741453690.824005
UgybVtIx7SIUgetkWI94AaABAg.AFOMfK0qPcPAFTuwBn7XZp,​@PrinceCeph-rg5xu un vrai né quoi?,2 days ago,@playb1joestar,UC3vDkNIQix6N5PlJ_QtP4Sg,0,1741622890.826663
Ugz76DtVN2d-XlBiQ7t4AaABAg,Amine c'est trop un sinj mais ça marche trop bien quel arnaque celui la,4 days ago,@yaekaiii,UCb5mw9c2-Ho779PzwPKyewQ,0,1741453691.155409
Ugybw-JyKadBNUDxgvd4AaABAg,J’aime ce duo,4 days ago,@sara_.frigga,UCEUPaQgxzTw4sN59azklrAA,0,1741453691.155965
Ugwr8HNfzAqVN9RqibB4AaABAg,😂😂😂 j’aime bcp aimer la vidéo mais merde comment il fait peur l’appartement,4 days ago,@kaizersauze8799,UCOQuB8cgEn7BIzjeRvJW0wQ,0,1741453691.156436
UgyQLho3AxtCsvyj_1l4AaABAg,j'aime le combo,4 days ago,@rakotoasimbolamanassehjoha9383,UC5-pUlQAyTVsPzMlHyq68xA,0,1741453691.156906
UgzACmX_rguRC_ez5wd4AaABAg,this guy you brang poiki is terrifiying,4 days ago,@saidben4805,UCrpTvpOhE-DrN9EJKkfUfOw,0,1741453691.157392
Ugy2foLzotdTiC5RwtV4AaABAg,chef amine a chac fois que le gars parle j ai des frissons,4 days ago,@OtaruDuvenski,UCwoUKRV7lppum0iBC5oa8HQ,0,1741453691.157873
Ugwea61Qk9DUIs7PysB4AaABAg,Il parle bien anglais Amine,4 days ago,@sarapedufromage,UC1xRK111-NY3h4XMyrFga4A,1,1741453691.158353
UgxlV1-xwgsEVM7vcgB4AaABAg,"""Merci pour les travaux"" she’s so cute, she fell for it xD",4 days ago,@Ace-zr2kx,UCJp0hDJ72w9XuDUE4xi0TQw,11,1741453691.158834
UgyeGYJZx0NoWeHCtmV4AaABAg,Amine c'est stavo des travaux mdrrrrr comment ca merci pour le works,4 days ago,@zizou9413,UCPTAjYmH-lbfSrNtA80DU-g,2,1741453691.159315
UgyreHSele0VARirnwB4AaABAg,You and Yasmin Kavari (Nazanin Kavari's sister) sound alike!,4 days ago,@MiiFrnc,UCkWDTjePGXCe5pg236ZeYsg,0,1741453691.159795
UgxUacDiBoCtEF561TN4AaABAg,“Kookopuchie-… kookopuchiie sais quOi?? 🤨🤨” This vid was very kookopuchie 🙂‍↕️,4 days ago,@J_BC,UCBpk5NEeu8mnIbtDIABr80Q,1,1741453691.160285
UgwYjNNzDJdPTB0XQe14AaABAg,"La vidéo est incroyable ❤🤣🤩Amine qui parle en anglais 😅 I like videos with Amine, I would like to see a another video together ❤❤❤",4 days ago,@LionelGDN7,UCXv5kejuD6NKqfDosD1LiVA,0,1741453691.16092
UgzfvrSF_jKYCAUYr294AaABAg,🦧 amine,4 days ago,@2t_243,UC3gR1Xseh-6hZRrViGVoF2Q,0,1741453691.161619
UgwA3YniG2XzDLKm0ih4AaABAg,"""Maybe you eat a lot"" POUHAHAHAHAA",4 days ago,@JulienChabanon,UCSI6CKkEyTgu6-DOjOxlErQ,1,1741453691.162156
UgwQB_jV6Sy1CgXZjbt4AaABAg,Amine qui parle anglais chuis en fou rire toute la vidéo,4 days ago,@ItharJemai-w1b,UC3u0JfRka5s280qyK7vAKCA,18,1741453691.162656
Ugw7jjIrAV8xL8ABPf14AaABAg,AMINE 🦧🦧🦧,4 days ago,@Sarah_R769,UCW2YEzwefJVOOiRrJC7I2dg,6,1741453691.16316
UgyLFTBdRQjfNsid9QB4AaABAg,"merci poki de tenir un peu de compagnie féminine a ce mage originel qu'es amine. Il en à pas l'air mais il était content de te voir, à bientôt a Paris :)",4 days ago,@XCVIIM,UC0_5KowE50Dvrwgc9u95Siw,3.7K,1741453691.163645
UgzLqMQTTXdiKR5D9kR4AaABAg,Amine IS the Real SOAT (The Sinj Of All Time),4 days ago,@SAIAFKFA,UC7-RqsDYVTArStoVVTcMrGQ,26,1741453691.164129
UgxhT-i7DZ4IibYCuHt4AaABAg,vous serai un bon duo dans le futur,4 days ago,@rinitoshi-g6r,UCJi1cvY232MWtfShc_DoBCQ,1,1741453691.164617
UgzeR4tE2ofn-BpVia94AaABAg,tes la meilleur pokiman,4 days ago,@rinitoshi-g6r,UCJi1cvY232MWtfShc_DoBCQ,0,1741453691.165104
UgzACmX_rguRC_ez5wd4AaABAg.AFOM-LZONS0AFOXva6WpME,parle bien d'amine toi,4 days ago,@SniiksTv,UCz3y_HNQUyXBzmb8eM6E_UA,11,1741453691.397322
UgzACmX_rguRC_ez5wd4AaABAg.AFOM-LZONS0AFTIAnCv6xK,@SniiksTvmdrr,2 days ago,@Hindd_elm,UCODjZXbZLZNuyzITUzDrX-g,0,1741622891.399853
UgyLFTBdRQjfNsid9QB4AaABAg.AFOITl4hPj4AFPEBVVBeTz, @XCVIIM  😂😂,4 days ago,@aliceleparlier,UCT1Bw35WGKaFqohgbGzMoKA,14,1741453691.6312
UgyLFTBdRQjfNsid9QB4AaABAg.AFOITl4hPj4AFQasn_MRMl,c quoi ce com de niqué,3 days ago,@matthieuperrot5910,UCcNxmWG6da1mTBPKTbfmpXg,0,1741536491.633428
UgyLFTBdRQjfNsid9QB4AaABAg.AFOITl4hPj4AFYaoWMDAwY, @XCVIIM  le mage originel ahahaha,15 hours ago,@Meaumeau01,UC_RNdobSFz5mDPI60NJQwtA,2,1741741691.635371
UgwHzItFHQNDP7bf5454AaABAg,14:50 that is a hindu god - baby krishna! amine is so funny btw I'm shitting tears,4 days ago,@matcha_art,UCZxtbbpxlCFOM2gf9ykjf0g,0,1741453691.989216
UgxAbaacZyFnRmZ0qOp4AaABAg,La vidéo avec amine est incroyable il est trop drôle,4 days ago,@asyadone6030,UCPKA-xIT7-rdEQCRET4J0BQ,13,1741453691.990024
UgwL4SrDi4jxzC21lip4AaABAg,C quand la relation avec amine 😅❤️❤️❤️,4 days ago,@yanisma2540,UC7I1lCnYSEp0D6ah6sFkONQ,1,1741453691.990734
UgwBCCp-eu3ItWQ5Uz14AaABAg,14:11 wow a bed ... Wow books ... Wow an arab 😮 😂😂😂,4 days ago,@sen1366,UC9yjBxdlkO11Wx0_Jvkuj0Q,17,1741453691.991288
