cid,text,time,author,channel,votes,time_parsed
UgyQ8PrQbEc_icDVS7J4AaABAg,"Salt under the bed to protect from spirits, probably superstitious owner",4 days ago,@Lex_en_vrai,UCsAGS-hqVSElnoZt8MAIcFw,0,1741453691.991821
UgyNbGNY21H3mCyvQPR4AaABAg,Amine a la fin de la video 👍 😐 👍,4 days ago,@neilvlogs4924,UCSmZiQPvEbydguVD-3mzMfA,0,1741453691.992317
UgwIk7dydNhLscd-kMp4AaABAg,Pokimane living the Ratatouille life while we out here microwaving ramen.,4 days ago,@bluecrusader,UCT6EwJptAr3Fdr5jvWlcArQ,7,1741453691.992805
UgwK5vrzNLLHuAalv-t4AaABAg,les big trou au niveau des pieds la j'ai beugué,4 days ago,@baroski4226,UCx2CJ2vIwsnaMfmmAx7YN3A,0,1741453691.993288
UgzvFwCbdlhif-Q73pF4AaABAg,17:34 je reconnais ce cadrage c'est bien la signature Amine !,4 days ago,@freshcola6301,UC9XwSKWhw2DB0526lq1KDQw,97,1741453691.993771
UgznvvnUecS51fjBEk94AaABAg,"AMINE AND POKI? OMGOMGOMG UNEXPECTED DUO

Edit : next unexpected duo : Poki and Squeezie MDR",4 days ago (edited),@ja1nab.u,UCSFFO_CEOjwx21r8ndp1-wQ,0,1741453691.994264
UgwF6mBcaLnMfQP_SS54AaABAg,😮❤😊❤😊,4 days ago,@ssaaaaaaaad7504,UCjxMCuzuI6M86zCcsVOgMqg,1,1741453691.99475
Ugx9-eDgOH91uKDdsPJ4AaABAg,"Having coffee delivered should be illegal, seriously.",4 days ago,@Ateka9,UCEzXu5MzYXK_HAyAyHvVnaA,0,1741453691.995438
UgwNpMQHcaxL5qZTe6J4AaABAg,Tu vas finir par posé tes valises pour de bon par chez nous 🫢 merci d'apporter cette fraîcheur dans le pays twitch fr ❤️,4 days ago,@weedoot3841,UCMATX-pQAEwMLAimDT_yUMw,2,1741453691.995948
Ugzt5bSpNwMSYr69h0J4AaABAg,Les gars faut être aveugle pour pas voir qu'elle le cherche la,4 days ago,@yas2ne19,UCei447aNZHXWaqJRdu_IxXw,1,1741453691.996437
UgyTOqDveEYKuqXeD3J4AaABAg,Le niveau d'anglais d'amine est scandaleux 😭heureusement on capte quand même ca bonne vibe,4 days ago,@clement.c746,UCyLM4xu8-MYc287UySdQLoQ,1,1741453691.996944
UgzRdGiU13lMtdhHKRt4AaABAg,revient vite en France poki tu nous manques déjà! 💕,4 days ago,@louxlhc,UCbqcNgjOPNUXq7JnLaZ1Qvg,0,1741453691.997427
UgwreTSd-q2x2UYu9LB4AaABAg,amine est in love,4 days ago,@ameliepignard7464,UCNG__VSJ-G0Ukl6iIQfAyrQ,2,1741453691.997914
UgyRlxCIdJsLMoArKG54AaABAg,"Can’t help but wonder how many generations of ghosts are haunting this place 😭 
And even the TV is vibing with the 17th century, pretty sure we can watch the past with it",4 days ago,@sireignart,UCxy6dUg0pYVFZw6kuvEiruQ,8,1741453691.998392
UgzD3ekgVMj2Sr95x0B4AaABAg,"I SAY IT, MAPLE SYRUP IN A COFEE IS BETTER THAN SUGAR THANK YOU",4 days ago,@dahlias8569,UCZitisZaQIo8ikRGz3vlnSg,0,1741453691.998905
Ugx8OEpUA0E70hD1clt4AaABAg,11:17 🤣🤣🤣🤣,4 days ago,@dippadan,UCl-cvAwT6RXEZboQS_5tgnw,3,1741453691.999425
UgwIk7dydNhLscd-kMp4AaABAg.AFOGVwjpkABAFPizaJ-Bwh,I read this as I was boiling mine in my electric kettle 😭💀,4 days ago,@arcticassistant9909,UC3j79ZHfempl45zMxQRUfPQ,1,1741453692.195088
UgzvFwCbdlhif-Q73pF4AaABAg.AFOFCCBcCyKAFOl3mtyfQN, @freshcola6301  PTDRR,4 days ago,@okk4562,UCIAL5vqrwyLsT0hkiUKMcoA,0,1741453692.431703
UgzvFwCbdlhif-Q73pF4AaABAg.AFOFCCBcCyKAFTEm87V-o0,Mdrr,2 days ago,@Hindd_elm,UCODjZXbZLZNuyzITUzDrX-g,0,1741622892.433673
UgznvvnUecS51fjBEk94AaABAg.AFOESdWiPHwAFOI6Nnj6K9,"She said that while her trip in Paris, theiy filmed a video for squeezie channel 😌",4 days ago,@Lucile-w1j,UCDNPWn1eMQUnDLmeO1PBGGA,0,1741453692.667522
UgwZVONJBUzidDK_E694AaABAg,this is the cutest apartment ever 😌,4 days ago,@locothepocoloco4299,UC7ANngYAPrv1G6JT6Fq5ZoA,0,1741453693.03414
Ugwh6-OeSLD-KxUUa0l4AaABAg,Je kiff ce feat je veux trop les revoir ensembles dans d'autres vidéos !!!!,4 days ago (edited),@aslinnprince,UCRdtaMWBPajYnxWhfhE3y-Q,1,1741453693.035706
Ugw93C355JmXkqF1ynF4AaABAg,2:20 he definitely meant WANK LMFAO,4 days ago,@kawiisakii6968,UCAzXybVBWV6V7Snv76aJePQ,7,1741453693.036304
Ugwp9OYODCOtMqxHP3p4AaABAg,ptn Amine il me termine dans cette video,4 days ago,@Bruno_12vingts,UCTFOlxPrgb0Y8-MeaDQSyqw,1,1741453693.036815
UgyUnTbp_wJmkAKixq54AaABAg,"si t'es heureuse c'est le principal. ""c'est beau la bourgeoisie"" (discobitch).",4 days ago (edited),@Housestationlive,UCRm_Trboa7izLZUdTewgZIQ,0,1741453693.037353
Ugz8R4i9_Ar7YpWfKBF4AaABAg,16:53 the algerian in him jumped out when he saw those salts 😭😭😭,4 days ago,@madzie111,UCx6b6r9S5bTg4ZPNcNfzZqQ,937,1741453693.038012
UgyEc9KmvuuMwZT-uXF4AaABAg,Amine même en Anglais il est drôle c'est trop,4 days ago,@JxhanFn,UCY8p5WKU6taY8-zIlH7eEhA,3,1741453693.038666
UgxJnPmciZ-SDZT6qx54AaABAg,Btw! Le sel sous le lit est généralement utilisé pour empêcher la prolifération d'acariens! 😊,4 days ago,@yoojk5244,UC0QhN9NZn_ViNbVUKHnB8LQ,0,1741453693.039272
UgyancATxS3T5y15pDh4AaABAg,Hi,4 days ago,@JackFlores-e4t,UCbnFyuoDCMYCC8FwD-Twemw,0,1741453693.039751
UgywBJEeoSG_E_YFFQp4AaABAg,the only one person in the world who can actually bully AMINE XD,4 days ago,@csocius,UCAF4_hpEkOtj3bxMvyfGpvA,1,1741453693.040229
UgxqVGddynmdhUsLkK14AaABAg,Pokimane is gorgeous up close,4 days ago,@daquangreen7197,UCZQqFj1sKsxO0ED1oQOF0GQ,0,1741453693.040707
UgxmFIox63w-It-YD8B4AaABAg,CHARISME !!!!!!,4 days ago,@Bruno_12vingts,UCTFOlxPrgb0Y8-MeaDQSyqw,1,1741453693.041183
Ugz06ARbXqro5D8_aux4AaABAg,Amine il est tellement aléatoire  🤣🤣,4 days ago,@H.M.Z_Off,UCWoYnvGFigTs9n--EiejVjw,1,1741453693.041664
UgxtpVfnT1siHbjnPrt4AaABAg,maintenant qu'il a bien rie de toi prend le au mots ava voire son appartement si il est mieux. hehehe,4 days ago,@kiragontv2569,UC_XNt_S2GdTE560Y9tehn0Q,0,1741453693.042143
UgzcXNsHKwAPeint2n54AaABAg,Trop rigolo!!!!!!!,4 days ago,@joritse,UCAA20xoMOFKV6hVInPKFlRA,0,1741453693.042625
UgycWJZ-n11muFdFa9t4AaABAg,C'est devenu ton mek,4 days ago,@remziYB,UCErTAJ6R7K2Wjr_RhEA0muA,0,1741453693.043196
